order_id,customer_id,amount_order,order_date,payment_id,amount_payment,status,payment_date,settlement_id,payment_id_settlement,amount,settlement_date,reconciliation_status
ORD0218,CUST029,1499,2026-08-14,PAY0205,1499.0,success,2026-08-14,SET0180,PAY0205,1499.0,2026-08-14,Matched
ORD0219,CUST063,299,2026-08-13,PAY0206,299.0,success,2026-08-13,SET0181,PAY0206,299.0,2026-08-13,Matched
ORD0220,CUST044,2499,2026-08-06,PAY0207,2499.0,success,2026-08-06,SET0182,PAY0207,2499.0,2026-08-06,Matched
ORD0221,CUST060,799,2026-08-20,PAY0208,799.0,success,2026-08-20,SET0183,PAY0208,799.0,2026-08-20,Matched
ORD0222,CUST069,299,2026-08-13,PAY0209,299.0,success,2026-08-13,SET0184,PAY0209,299.0,2026-08-13,Matched
ORD0223,CUST076,4999,2026-08-01,,,,,,,,,Missing Payment
ORD0224,CUST011,2499,2026-08-05,PAY0210,2499.0,success,2026-08-05,SET0185,PAY0210,2499.0,2026-08-05,Matched
ORD0225,CUST060,799,2026-08-02,PAY0211,799.0,success,2026-08-02,SET0186,PAY0211,799.0,2026-08-02,Matched
ORD0226,CUST034,2499,2026-08-11,PAY0212,2499.0,success,2026-08-11,,,,,Missing Settlement
ORD0227,CUST028,2999,2026-08-11,PAY0213,2999.0,success,2026-08-11,SET0187,PAY0213,2499.0,2026-08-11,Settlement Mismatch
ORD0228,CUST044,2499,2026-08-09,PAY0214,2499.0,success,2026-08-09,SET0188,PAY0214,2499.0,2026-08-09,Matched
ORD0229,CUST097,2499,2026-08-09,PAY0215,2499.0,success,2026-08-09,SET0189,PAY0215,2499.0,2026-08-09,Matched
ORD0230,CUST011,2999,2026-08-01,PAY0216,2999.0,success,2026-08-01,SET0190,PAY0216,2999.0,2026-08-01,Matched
ORD0231,CUST096,3999,2026-08-02,PAY0217,3999.0,success,2026-08-02,SET0191,PAY0217,3999.0,2026-08-02,Matched
ORD0232,CUST045,999,2026-08-21,PAY0218,999.0,success,2026-08-21,SET0192,PAY0218,999.0,2026-08-21,Matched
ORD0233,CUST009,299,2026-08-01,PAY0219,299.0,success,2026-08-01,SET0193,PAY0219,299.0,2026-08-01,Matched
ORD0234,CUST032,999,2026-08-01,PAY0220,999.0,success,2026-08-01,SET0194,PAY0220,999.0,2026-08-01,Matched
ORD0235,CUST080,799,2026-08-08,PAY0221,799.0,success,2026-08-08,SET0195,PAY0221,799.0,2026-08-08,Matched
ORD0236,CUST017,2999,2026-08-04,PAY0222,2999.0,success,2026-08-04,SET0196,PAY0222,2999.0,2026-08-04,Matched
ORD0237,CUST073,999,2026-08-15,PAY0223,999.0,success,2026-08-15,SET0197,PAY0223,999.0,2026-08-15,Matched
ORD0238,CUST090,1499,2026-08-12,PAY0224,1499.0,success,2026-08-12,SET0198,PAY0224,1499.0,2026-08-12,Matched
ORD0239,CUST022,4999,2026-08-20,PAY0225,4999.0,success,2026-08-20,SET0199,PAY0225,4999.0,2026-08-20,Matched
ORD0240,CUST096,499,2026-08-06,,,,,,,,,Missing Payment
ORD0241,CUST040,499,2026-08-19,PAY0226,499.0,success,2026-08-19,SET0200,PAY0226,499.0,2026-08-19,Matched
ORD0242,CUST004,1499,2026-08-19,PAY0227,1499.0,success,2026-08-19,SET0201,PAY0227,999.0,2026-08-19,Settlement Mismatch
ORD0243,CUST087,2499,2026-08-13,PAY0228,2499.0,success,2026-08-13,SET0202,PAY0228,2499.0,2026-08-13,Matched
ORD0244,CUST092,999,2026-08-03,PAY0229,999.0,success,2026-08-03,SET0203,PAY0229,999.0,2026-08-03,Matched
ORD0245,CUST076,999,2026-08-04,PAY0230,999.0,success,2026-08-04,SET0204,PAY0230,999.0,2026-08-04,Matched
ORD0246,CUST090,1499,2026-08-20,PAY0231,1499.0,success,2026-08-20,SET0205,PAY0231,1499.0,2026-08-20,Matched
ORD0247,CUST016,4999,2026-08-02,PAY0232,4999.0,success,2026-08-02,SET0206,PAY0232,4999.0,2026-08-02,Matched
ORD0248,CUST045,3999,2026-08-14,PAY0233,3999.0,success,2026-08-14,SET0207,PAY0233,3999.0,2026-08-14,Matched
ORD0249,CUST085,1999,2026-08-03,PAY0234,1999.0,success,2026-08-03,SET0208,PAY0234,1999.0,2026-08-03,Matched
ORD0250,CUST065,1999,2026-08-01,PAY0235,1999.0,success,2026-08-01,,,,,Missing Settlement
